project,cve,cwe,full_name,vul_version,vul_url,vul_zip,vul_markup_file,patch_version,patch_url,patch_zip,patch_markup_file
answer,CVE-2023-1538,CWE-203,https:/github.com/answerdev/answer,answer-v1.0.5,https://github.com/answerdev/answer/releases/tag/v1.0.5,https://github.com/answerdev/answer/archive/refs/tags/v1.0.5.zip,answer_CVE-2023-1538_answer-v1.0.5.csv,answer-v1.0.6,https://github.com/answerdev/answer/releases/tag/v1.0.6,https://github.com/answerdev/answer/archive/refs/tags/v1.0.6.zip,answer_CVE-2023-1538_answer-v1.0.6.csv
answer,CVE-2023-1539,CWE-307,https:/github.com/answerdev/answer,answer-v1.0.5,https://github.com/answerdev/answer/releases/tag/v1.0.5,https://github.com/answerdev/answer/archive/refs/tags/v1.0.5.zip,answer_CVE-2023-1539_answer-v1.0.5.csv,answer-v1.0.6,https://github.com/answerdev/answer/releases/tag/v1.0.6,https://github.com/answerdev/answer/archive/refs/tags/v1.0.6.zip,answer_CVE-2023-1539_answer-v1.0.6.csv
answer,CVE-2023-1976,CWE-263,https:/github.com/answerdev/answer,answer-v1.0.5,https://github.com/answerdev/answer/releases/tag/v1.0.5,https://github.com/answerdev/answer/archive/refs/tags/v1.0.5.zip,answer_CVE-2023-1976_answer-v1.0.5.csv,answer-v1.0.6,https://github.com/answerdev/answer/releases/tag/v1.0.6,https://github.com/answerdev/answer/archive/refs/tags/v1.0.6.zip,answer_CVE-2023-1976_answer-v1.0.6.csv
fiber,CVE-2023-45128,CWE-807,https:/github.com/gofiber/fiber,fiber-v2.49.2,https://github.com/gofiber/fiber/releases/tag/v2.49.2,https://github.com/gofiber/fiber/archive/refs/tags/v2.49.2.zip,fiber_CVE-2023-45128_fiber-v2.49.2.csv,fiber-v2.50.0,https://github.com/gofiber/fiber/releases/tag/v2.50.0,https://github.com/gofiber/fiber/archive/refs/tags/v2.50.0.zip,fiber_CVE-2023-45128_fiber-v2.50.0.csv
memos,CVE-2022-4844,CWE-352,https:/github.com/usememos/memos,memos-v0.9.0,https://github.com/usememos/memos/releases/tag/v0.9.0,https://github.com/usememos/memos/archive/refs/tags/v0.9.0.zip,memos_CVE-2022-4844_memos-v0.9.0.csv,memos-v0.9.1,https://github.com/usememos/memos/releases/tag/v0.9.1,https://github.com/usememos/memos/archive/refs/tags/v0.9.1.zip,memos_CVE-2022-4844_memos-v0.9.1.csv
memos,CVE-2022-4845,CWE-352,https:/github.com/usememos/memos,memos-v0.9.0,https://github.com/usememos/memos/releases/tag/v0.9.0,https://github.com/usememos/memos/archive/refs/tags/v0.9.0.zip,memos_CVE-2022-4845_memos-v0.9.0.csv,memos-v0.9.1,https://github.com/usememos/memos/releases/tag/v0.9.1,https://github.com/usememos/memos/archive/refs/tags/v0.9.1.zip,memos_CVE-2022-4845_memos-v0.9.1.csv
memos,CVE-2022-4846,CWE-352,https:/github.com/usememos/memos,memos-v0.9.0,https://github.com/usememos/memos/releases/tag/v0.9.0,https://github.com/usememos/memos/archive/refs/tags/v0.9.0.zip,memos_CVE-2022-4846_memos-v0.9.0.csv,memos-v0.9.1,https://github.com/usememos/memos/releases/tag/v0.9.1,https://github.com/usememos/memos/archive/refs/tags/v0.9.1.zip,memos_CVE-2022-4846_memos-v0.9.1.csv
memos,CVE-2022-4847,CWE-941,https:/github.com/usememos/memos,memos-v0.9.0,https://github.com/usememos/memos/releases/tag/v0.9.0,https://github.com/usememos/memos/archive/refs/tags/v0.9.0.zip,memos_CVE-2022-4847_memos-v0.9.0.csv,memos-v0.9.1,https://github.com/usememos/memos/releases/tag/v0.9.1,https://github.com/usememos/memos/archive/refs/tags/v0.9.1.zip,memos_CVE-2022-4847_memos-v0.9.1.csv
memos,CVE-2022-4848,CWE-940,https:/github.com/usememos/memos,memos-v0.9.0,https://github.com/usememos/memos/releases/tag/v0.9.0,https://github.com/usememos/memos/archive/refs/tags/v0.9.0.zip,memos_CVE-2022-4848_memos-v0.9.0.csv,memos-v0.9.1,https://github.com/usememos/memos/releases/tag/v0.9.1,https://github.com/usememos/memos/archive/refs/tags/v0.9.1.zip,memos_CVE-2022-4848_memos-v0.9.1.csv
memos,CVE-2022-4849,CWE-352,https:/github.com/usememos/memos,memos-v0.9.0,https://github.com/usememos/memos/releases/tag/v0.9.0,https://github.com/usememos/memos/archive/refs/tags/v0.9.0.zip,memos_CVE-2022-4849_memos-v0.9.0.csv,memos-v0.9.1,https://github.com/usememos/memos/releases/tag/v0.9.1,https://github.com/usememos/memos/archive/refs/tags/v0.9.1.zip,memos_CVE-2022-4849_memos-v0.9.1.csv
memos,CVE-2022-4850,CWE-352,https:/github.com/usememos/memos,memos-v0.9.0,https://github.com/usememos/memos/releases/tag/v0.9.0,https://github.com/usememos/memos/archive/refs/tags/v0.9.0.zip,memos_CVE-2022-4850_memos-v0.9.0.csv,memos-v0.9.1,https://github.com/usememos/memos/releases/tag/v0.9.1,https://github.com/usememos/memos/archive/refs/tags/v0.9.1.zip,memos_CVE-2022-4850_memos-v0.9.1.csv
memos,CVE-2023-4696,CWE-284,https:/github.com/usememos/memos,memos-v0.13.1,https://github.com/usememos/memos/releases/tag/v0.13.1,https://github.com/usememos/memos/archive/refs/tags/v0.13.1.zip,memos_CVE-2023-4696_memos-v0.13.1.csv,memos-v0.13.2,https://github.com/usememos/memos/releases/tag/v0.13.2,https://github.com/usememos/memos/archive/refs/tags/v0.13.2.zip,memos_CVE-2023-4696_memos-v0.13.2.csv
memos,CVE-2023-4697,CWE-269,https:/github.com/usememos/memos,memos-v0.13.1,https://github.com/usememos/memos/releases/tag/v0.13.1,https://github.com/usememos/memos/archive/refs/tags/v0.13.1.zip,memos_CVE-2023-4697_memos-v0.13.1.csv,memos-v0.13.2,https://github.com/usememos/memos/releases/tag/v0.13.2,https://github.com/usememos/memos/archive/refs/tags/v0.13.2.zip,memos_CVE-2023-4697_memos-v0.13.2.csv
memos,CVE-2023-4698,CWE-20,https:/github.com/usememos/memos,memos-v0.13.1,https://github.com/usememos/memos/releases/tag/v0.13.1,https://github.com/usememos/memos/archive/refs/tags/v0.13.1.zip,memos_CVE-2023-4698_memos-v0.13.1.csv,memos-v0.13.2,https://github.com/usememos/memos/releases/tag/v0.13.2,https://github.com/usememos/memos/archive/refs/tags/v0.13.2.zip,memos_CVE-2023-4698_memos-v0.13.2.csv
template,CVE-2024-22199,CWE-116,https:/github.com/gofiber/template,template-slim,https://github.com/gofiber/template/releases/tag/slim,https://github.com/gofiber/template/archive/refs/tags/slim/v2.1.5.zip,template_CVE-2024-22199_template-slim.csv,template-django,https://github.com/gofiber/template/releases/tag/django,https://github.com/gofiber/template/archive/refs/tags/django/v3.1.9.zip,template_CVE-2024-22199_template-django.csv
amazon-ssm-agent,CVE-2022-29527,CWE-732,https:/github.com/aws/amazon-ssm-agent,amazon-ssm-agent-3.1.1188.0,https://github.com/aws/amazon-ssm-agent/releases/tag/3.1.1188.0,https://github.com/aws/amazon-ssm-agent/archive/refs/tags/3.1.1188.0.zip,amazon-ssm-agent_CVE-2022-29527_amazon-ssm-agent-3.1.1188.0.csv,amazon-ssm-agent-3.1.1208.0,https://github.com/aws/amazon-ssm-agent/releases/tag/3.1.1208.0,https://github.com/aws/amazon-ssm-agent/archive/refs/tags/3.1.1208.0.zip,amazon-ssm-agent_CVE-2022-29527_amazon-ssm-agent-3.1.1208.0.csv
fosite,CVE-2020-15233,CWE-601,https:/github.com/ory/fosite,fosite-v0.34.0,https://github.com/ory/fosite/releases/tag/v0.34.0,https://github.com/ory/fosite/archive/refs/tags/v0.34.0.zip,fosite_CVE-2020-15233_fosite-v0.34.0.csv,fosite-v0.34.1,https://github.com/ory/fosite/releases/tag/v0.34.1,https://github.com/ory/fosite/archive/refs/tags/v0.34.1.zip,fosite_CVE-2020-15233_fosite-v0.34.1.csv
fosite,CVE-2020-15234,CWE-178,https:/github.com/ory/fosite,fosite-v0.34.0,https://github.com/ory/fosite/releases/tag/v0.34.0,https://github.com/ory/fosite/archive/refs/tags/v0.34.0.zip,fosite_CVE-2020-15234_fosite-v0.34.0.csv,fosite-v0.34.1,https://github.com/ory/fosite/releases/tag/v0.34.1,https://github.com/ory/fosite/archive/refs/tags/v0.34.1.zip,fosite_CVE-2020-15234_fosite-v0.34.1.csv
maddy,CVE-2022-24732,CWE-324,https:/github.com/foxcpp/maddy,maddy-v0.5.3,https://github.com/foxcpp/maddy/releases/tag/v0.5.3,https://github.com/foxcpp/maddy/archive/refs/tags/v0.5.3.zip,maddy_CVE-2022-24732_maddy-v0.5.3.csv,maddy-v0.5.4,https://github.com/foxcpp/maddy/releases/tag/v0.5.4,https://github.com/foxcpp/maddy/archive/refs/tags/v0.5.4.zip,maddy_CVE-2022-24732_maddy-v0.5.4.csv
